2310067B10Rik,3.92E+00,3.85E+00
2310068J16Rik,-2.60E+00,-3.44E+00
2310069B03Rik,-2.44E+00,-2.98E+00
2410002F23Rik,3.13E+00,3.34E+00
2410003L11Rik,4.34E+00,4.41E+00
2410004B18Rik,4.62E+00,4.62E+00
2410004N09Rik,4.08E+00,4.37E+00
2410004P03Rik,-4.21E+00,-3.40E+00
2410006H16Rik,6.03E+00,6.25E+00
2410007B07Rik,-5.68E+00,-2.67E+00
2410012M07Rik,7.55E-01,6.83E-01
2410015M20Rik,6.03E+00,6.01E+00
2410016O06Rik,2.17E+00,2.22E+00
2410018L13Rik,2.90E+00,2.95E+00
2410018M08Rik,1.52E+00,1.95E+00
2410021H03Rik,-3.76E+00,-5.18E+00
2410066E13Rik,-1.84E+00,-1.59E+00
2410076I21Rik,1.76E+00,1.69E+00
2410088K16Rik,-3.50E+00,-4.12E+00
2410089E03Rik,3.92E-01,3.00E-01
2410089E03Rik,-2.36E+00,-1.63E+00
2410114N07Rik,-6.53E+00,-5.60E+00
2410124H12Rik,-3.86E+00,-2.55E+00
2410127L17Rik,4.38E+00,4.44E+00
2410131K14Rik,2.35E+00,2.40E+00
2410137F16Rik,2.10E+00,3.85E+00
2410141K09Rik,3.85E-01,-3.91E-01
2500004C02Rik,6.90E-02,7.68E-02
2510002D24Rik,3.44E+00,3.76E+00
2510003D18Rik,-2.55E+00,-2.66E+00
2510003E04Rik,3.84E+00,3.87E+00
2510009E07Rik,1.23E-01,-2.28E-01
2510039O18Rik,6.04E+00,5.95E+00
2510049J12Rik,-2.11E-01,-4.13E+00
2600006L11Rik,-2.77E+00,-1.31E+00
2610001J05Rik,2.42E+00,2.47E+00
2610002J02Rik,3.56E+00,3.61E+00
2610002M06Rik,1.15E+00,1.26E+00
2610005L07Rik,1.25E+00,1.13E+00
2610008E11Rik,7.33E-01,8.80E-01
2610015P09Rik,3.44E-01,4.38E-01
2610016A17Rik,-2.00E+00,-3.13E+00
2610018G03Rik,-7.06E-01,-2.78E+00
2610019E17Rik,-9.03E-01,1.26E+00
2610019F03Rik,5.95E+00,6.04E+00
2610020C07Rik,-2.60E+00,-2.62E+00
2610020H08Rik,6.63E-01,7.70E-01
2610027K06Rik,-9.54E-01,-3.39E-01
2610028H24Rik,-4.06E+00,-3.41E+00
2610034B18Rik,4.13E+00,4.06E+00
2610034M16Rik,-4.73E+00,-6.01E+00
2610035D17Rik,2.37E+00,2.66E+00
2610035F20Rik,-5.87E+00,-5.91E+00
2610037D02Rik,-3.64E+00,-3.67E+00
2610044O15Rik8,1.42E+00,1.69E+00
2610203C20Rik,-3.81E+00,-4.56E+00
2610203C22Rik,-1.43E+00,-7.90E-01
2610204G22Rik,-2.92E+00,-1.58E+00
2610206C17Rik,-1.03E+00,-5.90E-01
2610301B20Rik,1.52E+00,1.51E+00
2610301G19Rik,3.39E+00,3.50E+00
2610305D13Rik_Gm13157,1.34E+00,1.56E+00
2610306M01Rik,1.11E+00,1.03E+00
2610307P16Rik,-2.52E+00,-1.41E+00
2610318N02Rik,-1.80E-01,-1.02E+00
2610507B11Rik,3.82E+00,3.47E+00
2610507I01Rik,1.18E+00,1.07E+00
2610524H06Rik,3.57E+00,3.67E+00
2610528A11Rik,3.80E+00,4.20E+00
2610528J11Rik,4.83E+00,4.69E+00
2700029M09Rik,4.16E+00,4.40E+00
2700038G22Rik,-2.39E+00,-1.46E+00
2700046A07Rik,-6.32E+00,-3.51E+00
2700046G09Rik,1.39E-01,-3.16E-02
2700049A03Rik,7.34E-02,2.34E-01
2700050L05Rik,1.45E+00,1.52E+00
2700054A10Rik,-2.99E+00,-2.53E+00
2700060E02Rik,6.58E+00,6.70E+00
2700062C07Rik,3.76E+00,3.97E+00
2700070H01Rik,-4.07E+00,-4.31E+00
2700081L22Rik,-3.71E+00,-2.46E+00
2700081O15Rik,1.40E+00,1.17E+00
2700086A05Rik,-5.22E+00,-4.76E+00
2700089E24Rik,3.17E+00,3.15E+00
2700089I24Rik,-3.57E+00,-3.63E+00
2700094K13Rik,4.71E+00,4.99E+00
2700097O09Rik,1.49E+00,1.54E+00
2700099C18Rik,-6.67E-01,-1.03E+00
2810001G20Rik,6.35E-01,7.13E-01
2810002D19Rik,5.65E-01,5.26E-01
2810004N23Rik,4.38E+00,4.35E+00
2810006K23Rik,2.83E+00,2.81E+00
2810008D09Rik,3.40E-01,9.58E-01
2810011L19Rik,-2.54E+00,-2.21E+00
2810013P06Rik,1.71E+00,1.70E+00
2810021J22Rik,1.05E+00,1.33E+00
2810025M15Rik,2.49E+00,2.41E+00
2810029C07Rik,4.16E-01,4.01E-01
2810032G03Rik,-1.27E+00,-1.21E+00
2810047C21Rik1,2.55E+00,2.53E+00
2810055G20Rik,-8.38E+00,-8.55E+00
2810403A07Rik,3.10E+00,3.14E+00
2810403D21Rik,9.31E-01,1.52E+00
2810407C02Rik,4.82E+00,4.66E+00
2810408A11Rik,-2.41E+00,-2.81E+00
2810408I11Rik,5.95E-01,6.35E-01
2810408M09Rik,2.33E+00,2.28E+00
2810410L24Rik,-3.52E+00,-3.69E+00
2810417H13Rik,2.55E-01,5.27E-02
2810428I15Rik,5.04E+00,5.20E+00
2810429I04Rik,-2.72E+00,-2.31E+00
2810433D01Rik,-3.90E+00,-6.21E+00
2810442I21Rik,-5.66E+00,-6.56E+00
2810454H06Rik,-3.61E+00,-3.66E+00
2810459M11Rik,9.12E-01,-3.57E+00
2810468N07Rik,-1.26E-01,-2.28E-01
2810471M01Rik,-5.05E+00,-6.47E+00
2810474O19Rik,2.14E+00,2.18E+00
2900002K06Rik,2.41E+00,2.52E+00
2900005J15Rik,-3.41E+00,-3.65E+00
2900008C10Rik_Bcor,3.54E+00,3.48E+00
2900009J06Rik,-2.04E-01,5.06E-01
2900011O08Rik,-4.40E+00,-6.14E+00
2900026A02Rik,4.07E+00,4.07E+00
2900041M22Rik,-2.90E+00,-4.64E+00
2900056M20Rik,-6.77E-01,-5.16E-01
2900057B20Rik,-5.52E+00,-5.74E+00
2900060B14Rik,-1.98E+00,-1.87E+00
2900076A07Rik,9.84E-01,1.08E+00
2900079G21Rik,-5.66E+00,-4.72E+00
2900092D14Rik,-3.70E+00,-5.25E+00
2900097C17Rik,4.46E+00,4.47E+00
3000002C10Rik,-2.58E-01,1.86E-01
3010001F23Rik,-1.80E+00,-1.40E+00
3010026O09Rik,3.45E+00,3.59E+00
3110001D03Rik,4.52E+00,4.68E+00
3110001I22Rik_Bfar,4.25E+00,4.37E+00
3110002H16Rik,3.51E+00,3.52E+00
3110007F17Rik,-4.94E-01,-7.84E-01
3110009E18Rik,2.10E+00,2.54E+00
3110009F21Rik,-6.46E+00,-5.52E+00
3110015C05Rik,-5.44E+00,-4.98E+00
3110021A11Rik,-5.27E+00,-5.35E+00
3110021N24Rik,-3.60E+00,-3.31E+00
3110039I08Rik,-3.95E+00,-5.09E+00
3110040N11Rik,4.40E+00,4.59E+00
3110043O21Rik,2.10E+00,2.40E+00
3110045C21Rik,1.43E+00,2.13E+00
3110047P20Rik,-8.87E+00,-9.05E+00
3110052M02Rik,-8.38E-03,-3.33E-01
3110056K07Rik,2.85E-01,5.74E-01
3110057O12Rik,1.26E+00,1.28E+00
3110062M04Rik,5.13E+00,5.32E+00
3110070M22Rik,-4.08E-01,-3.90E-01
3110082I17Rik,2.34E+00,2.45E+00
3110099E03Rik,-6.61E+00,-7.32E+00
3200001D21Rik,-5.18E+00,-4.38E+00
3230401D17Rik,4.98E+00,5.10E+00
3300002I08Rik,1.84E-01,4.10E-01
3300005D01Rik,1.25E+00,-8.63E-01
3425401B19Rik,-3.23E+00,-3.74E+00
3632451O06Rik,1.21E+00,1.45E+00
3632454L22Rik_Zmat1,2.47E+00,2.66E+00
3830403N18Rik,3.24E-01,4.58E-01
3830406C13Rik,3.93E+00,4.07E+00
3830408C21Rik,-3.44E+00,-2.53E+00
3830417A13Rik,6.87E+00,6.99E+00
3930402G23Rik,-4.51E+00,-4.17E+00
4430402I18Rik,-1.70E+00,-2.04E+00
4632415K11Rik,2.53E+00,2.57E+00
4632415L05Rik,2.86E-01,1.47E-01
4632427E13Rik,-1.33E+00,-5.87E-01
4632428C04Rik,-2.80E+00,-3.77E+00
4632428N05Rik_Gm17455,4.59E+00,4.64E+00
4632434I11Rik,-1.64E-01,1.35E-01
4732415M23Rik,-3.18E+00,-2.05E+00
4732416N19Rik,-3.11E+00,-2.18E+00
4732471J01Rik,-2.59E+00,-3.99E+00
4732491K20Rik,-4.77E-01,-4.80E-01
4831440E17Rik,-1.81E+00,-2.09E+00
4833412C05Rik,-7.15E-01,-1.25E+00
4833417C18Rik,-2.73E+00,-3.19E+00
4833418N02Rik,-2.03E+00,-1.70E+00
4833419F23Rik,-4.19E-01,3.03E-03
4833420G17Rik,2.61E+00,2.69E+00
4833422C13Rik,-2.23E+00,-1.05E+00
4833427F10Rik,-1.28E+00,-1.61E+00
4833427F10Rik,2.32E+00,2.16E+00
4833439L19Rik,4.42E+00,4.15E+00
4921506M07Rik,-4.30E+00,-6.35E+00
4921507L20Rik,-2.75E+00,-2.24E+00
4921507P07Rik,-1.46E+00,-1.40E+00
4921508A21Rik,-4.71E-01,-4.62E-01
